art_code,product_name,position,rating_value,art_category_level_2_name,is_adtech,base_price,action_price
1000296569,Ломтики манго в сиропе Premiere of Taste 425г,52,4.5,Покупайте за 1₽,False,199.0,161.0
3113001013,Пастила с ароматом ванили Шармэль 221г,53,5.0,Покупайте за 1₽,False,161.0,
1000288485,Вода Ессентуки Целебная минеральная газированная 1.5л,54,4.9,Покупайте за 1₽,False,109.0,80.0
1000469493,Сгущенка Поречский КЗ Сметанин с сахаром 1% 1.25кг,55,4.2,Покупайте за 1₽,False,204.0,161.0
8000105738,Горбуша натуральная Владкон 250г,56,,Покупайте за 1₽,False,238.0,209.0
1000551077,Молоко Эго топленое 3.2% 900г,57,5.0,Покупайте за 1₽,False,119.0,109.0
1000565862,Рис Жасмин Premiere of Taste 450г,58,4.8,Покупайте за 1₽,False,139.0,110.0
1000567799,Сыр Oldenburger с грецкими орехами нарезка 45% 125г,59,4.8,Покупайте за 1₽,False,169.0,154.0
4000089594,Фольга Саянская особопрочная 14мкм 29см*7м,60,4.9,Покупайте за 1₽,False,199.0,
1059800007,Отбеливатель Аист Бос жидкий 1.2л,61,4.9,Покупайте за 1₽,False,179.0,
1000112244,Конфеты Рот фронт Коровка молочная 250г,62,4.9,Покупайте за 1₽,False,209.0,
1000393014,Сельдь Доброфлот тихоокеанская натуральная с добавлением масла 245г,63,4.5,Покупайте за 1₽,False,155.0,109.0
1000460884,Горошек зелёный быстрозамороженный Premiere of Taste 400г,64,4.6,Покупайте за 1₽,False,129.0,104.0
1000526133,Нектар Апельсиновый Premiere of Taste 1л,65,4.4,Покупайте за 1₽,False,179.0,156.0
1000129614,Джем Махеевъ Абрикосовый 300г,66,4.9,Покупайте за 1₽,False,124.0,108.0
1000229306,Борщ с курицей Главсуп замороженный 250г,67,4.8,Покупайте за 1₽,False,171.0,156.0
1000303403,Рис Бурый Premiere of Taste 400г,68,4.6,Покупайте за 1₽,False,119.0,101.0
8000047056,Смесь зелени Easy Food 80г,69,5.0,Покупайте за 1₽,False,239.0,183.0
1000567527,Маш Premiere of Taste 450г,70,5.0,Покупайте за 1₽,False,161.0,
1000460885,Кукуруза сладкая в зернах замороженная Premiere of Taste 400г,71,4.7,Покупайте за 1₽,False,179.0,149.0
1000351084,Молоко Parmalat безлактозное ультрапастеризованное 3.5% 1л,72,5.0,Покупайте за 1₽,False,179.0,
1000189545,Сметана President 30% 350г,73,4.9,Покупайте за 1₽,False,229.0,
1000203889,Чай зеленый Richard Royal Green байховый 25пак,74,5.0,Покупайте за 1₽,False,179.0,128.0
1000520679,Масса творожная Ростагроэкспорт Особая с изюмом 23% 180г,75,4.9,Покупайте за 1₽,False,114.0,104.0
1000180809,Капуста цветная Agama быстрозамороженная 400г,76,4.5,Покупайте за 1₽,False,217.0,177.0
1000093976,Масса творожная Ростагрокомплекс Особая с изюмом и шоколадом 180г,77,4.9,Покупайте за 1₽,False,139.0,99.0
1000537866,Чипсы Bruto картофельные с морской солью 120г,78,4.6,Покупайте за 1₽,False,159.0,119.0
8000068589,Горячий шоколад порошок А.П.Селиванов 150г,79,,Покупайте за 1₽,False,329.0,
1000221483,Крем для ног Evo c мочевиной 75мл,80,4.9,Покупайте за 1₽,False,169.0,119.0
8000066532,Макароны со свеклой Dalla Costa Hello Kitty 250г,81,,Покупайте за 1₽,False,349.0,228.0
1000385807,Соус Sen soy Premium Чили шрирача 310г,82,4.7,Покупайте за 1₽,False,252.0,186.0
1000302690,Батончик Bombbar протеиновый Фисташковый пломбир 60г,83,4.9,Покупайте за 1₽,False,153.0,139.0
1000299617,Пятновыводитель Grass G-oxi для цветных вещей спрей 600мл,84,4.8,Покупайте за 1₽,False,219.0,139.0
1000108780,Чечевица зелёная целая Premiere of Taste 400г,85,4.8,Покупайте за 1₽,False,153.0,
8000024666,Сироп Лесной орех Premiere Of Taste 250мл,86,4.7,Покупайте за 1₽,False,135.0,104.0
1000247882,Шоколад Red Delight Темный с апельсином и миндалем 70г,87,4.8,Покупайте за 1₽,False,223.0,
1000229307,Солянка по-домашнему Главсуп замороженная 250г,88,4.8,Покупайте за 1₽,False,159.0,
1000493946,Макароны Fleur Alpine Паста в форме звездочек 250г,89,4.8,Покупайте за 1₽,False,245.0,198.0
1000452314,Сыр Село Зеленое Гауда Премиум нарезка 40% 130г,90,4.9,Покупайте за 1₽,False,189.0,149.0
1000396703,Молоко Магнит цельное концентрированное 300г,91,4.6,Покупайте за 1₽,False,129.0,104.0
8000024610,Конфеты желейные с вишневой начинкой в молочной шоколадной глазури Шоколадница 160г,92,4.8,Покупайте за 1₽,False,229.0,153.0
1000584737,Напиток Rich Спритц Красный апельсин безалкогольный 1л,93,4.7,Покупайте за 1₽,False,119.0,
8000072126,Сыр Ореховый Радость вкуса 40% 180г,94,5.0,Покупайте за 1₽,False,269.0,215.0
1000435414,Масло детское Мое солнышко с алоэ 200мл,95,4.6,Покупайте за 1₽,False,212.0,169.0
8000097057,Молочный коктейль безлактозный со вкусом шоколада Hyper 0.5% 250г,96,4.9,Покупайте за 1₽,False,173.0,
1049993164,Губка для обуви Salton для гладкой кожи черная,97,4.9,Покупайте за 1₽,False,194.0,109.0
1000273987,Печенье Овсяное с кусочками шоколада Хлебный спас 250г,98,4.7,Покупайте за 1₽,False,166.0,109.0
1000155122,Маслины Бондюэль с косточкой 300г,99,4.9,Покупайте за 1₽,False,198.0,
1457700005,Арахис Джаз жареный соленый 150г,100,4.8,Покупайте за 1₽,False,168.0,126.0
8000045614,Дамплинги Уплетоны с курицей Тай Чили 150г,101,4.7,Покупайте за 1₽,False,239.0,186.0
1000563616,Напиток Green Milk Barista соевый миндаль 1л,102,4.5,Покупайте за 1₽,False,284.0,
1000440467,Напиток Fancy 1.5л,103,4.8,Покупайте за 1₽,False,114.0,
8000075258,Напиток со вкусом ежевики Dr. Pepper Blackberry 355мл,104,5.0,Покупайте за 1₽,False,179.0,159.0
1000286796,Напиток Schweppes Citrus Mix безалкогольный 330мл,105,5.0,Покупайте за 1₽,False,129.0,
1000526134,Нектар манговый Premiere of taste 1л,106,4.7,Покупайте за 1₽,False,189.0,136.0
8000097055,Молочный коктейль безлактозный со вкусом банана Hyper 0.4% 250г,107,4.7,Покупайте за 1₽,False,173.0,
8000041737,Борщ по-домашнему Delilabs 300г,108,3.0,Покупайте за 1₽,False,259.0,230.0
1000454017,Сыр Гиагинский Ассорти №1 40% 100г,109,4.7,Покупайте за 1₽,False,239.0,214.0
1000302693,Батончик протеиновый Bombbar Пудинг Манго-банан 60г,110,4.4,Покупайте за 1₽,False,179.0,109.0
8000043621,Батончик глазированный Bionova с коллагеном Печенье-крем 40г,111,5.0,Покупайте за 1₽,False,104.0,
8000075811,Сыр полутвердый Манчего Burenka Club 45% 125г,112,3.0,Покупайте за 1₽,False,257.0,
8000043612,Батончик протеиновый Bionova Солёный крем-ирис 50г,113,5.0,Покупайте за 1₽,False,125.0,
1000278675,Нектар Мамина дача тыквенный с мякотью 750мл,114,4.8,Покупайте за 1₽,False,169.0,
1000370125,Конфеты жевательные со вкусом апельсина вишни малины и клубники Mamba 79.5г,115,4.8,Покупайте за 1₽,False,159.0,
1000578606,Напиток кисломолочный Спа эффект Actitan 0.5% 200мл,116,4.7,Покупайте за 1₽,False,99.0,
8000075254,Напиток со вкусом персика Fanta Peach 355мл,117,,Покупайте за 1₽,False,169.0,
1000132400,Кисель Ростагроэкспорт Клюквенный 500мл,118,4.9,Покупайте за 1₽,False,99.0,
1000375440,Сельдь тихоокеанская в желе Доброфлот 260г,119,4.3,Покупайте за 1₽,False,179.0,
1000277358,Чай черный Beta Tea Mix Fruit 90г,120,4.7,Покупайте за 1₽,False,189.0,
1000111732,Конфеты Красный октябрь Ирис Золотой ключик 250г,121,4.8,Покупайте за 1₽,False,194.0,168.0
1000216535,Чай зеленый Зеленый Дракон крупнолистовой 100г,122,4.7,Покупайте за 1₽,False,139.0,119.0
8000062611,Рисовая каша на молоке с манго и миндалем 250г,123,4.8,Покупайте за 1₽,False,249.0,139.0
8000043617,Батончик глазированный Bionova с коллагеном Шоколад-Банан 40г,124,,Покупайте за 1₽,False,129.0,104.0
8000075252,Напиток со вкусом клубники Fanta Strawberry 355мл,125,,Покупайте за 1₽,False,199.0,169.0
8000058027,Риет рыбный с соусом терияки Меридиан 100г,126,4.3,Покупайте за 1₽,False,189.0,154.0
8000064744,Макароны без глютена из гречневой муки Federici Linguine 250г,127,1.0,Покупайте за 1₽,False,179.0,123.0
1000449792,Имбирный пряник на палочке с глазурью Sofi 45г в ассортименте,128,4.7,Покупайте за 1₽,False,219.0,185.0
8000050658,Напиток винограда с кусочками желе Sac Sac Coco Rich 280мл,129,4.6,Покупайте за 1₽,False,249.0,
1000521563,Лимонад Эконад Антистресс 500мл,130,3.6,Покупайте за 1₽,False,199.0,155.0
1000521564,Напиток Эконад Лимонад Иммунитет 500мл,131,4.5,Покупайте за 1₽,False,199.0,159.0
8000045471,Молочный кофейный напиток Ваниль Natura Selection Latte 2.7% 220мл,132,3.6,Покупайте за 1₽,False,219.0,167.0
